model,device,dtype,batch_size,length,dim,level,benchmark_level,mae,mape,rmse,time
monomial_interp,cpu,float64,4,10,3,7,16,3.4208746946262636e-15,3.0128639216850596e-15,1.5819412006447077e-14,0.04126590339001268
monomial_interp,cpu,float64,4,10,3,8,16,2.8380076066980564e-15,2.6534279766460078e-15,1.2610198339449474e-14,0.057406824780628085
monomial_interp,cpu,float64,4,10,3,9,16,3.2959746043559335e-15,2.9401436607578407e-15,1.5302160088776867e-14,0.07020341872703284
monomial_interp,cpu,float64,4,10,3,10,16,6.8209327075408055e-15,5.614659953216379e-15,3.5267890585567864e-14,0.08157803968060762
monomial_interp,cpu,float64,4,10,3,11,16,3.677613769070831e-15,3.2689013404375225e-15,1.6491951036133717e-14,0.085615249350667
monomial_interp,cpu,float64,4,10,3,12,16,3.733124920302089e-15,3.471239517861296e-15,1.716434957103705e-14,0.12213019968476146
monomial_interp,cpu,float64,4,10,3,13,16,2.615963001773025e-15,2.4277362481253803e-15,1.2634611182876114e-14,0.12313443690072745
monomial_interp,cpu,float64,4,10,3,14,16,3.5318969970887792e-15,3.0365097158645866e-15,1.690348736389563e-14,0.1272909474791959
monomial_interp,cpu,float64,4,10,3,15,16,2.55351295663786e-15,2.5998901157145002e-15,1.2781555581798872e-14,0.13425915176048875
monomial_interp,cpu,float64,4,10,3,16,16,3.3514857555871913e-15,3.1917313604027333e-15,1.5227063944725425e-14,0.12922786048147827
monomial_interp,cpu,float64,4,10,3,17,16,3.1780134079895106e-15,2.882837532024531e-15,1.4025768721873672e-14,0.13206667511258274
sigkerax,cpu,float64,4,10,3,1,16,0.010924440107526252,0.009217679013313851,0.05400674967189526,0.027681945939548314
sigkerax,cpu,float64,4,10,3,2,16,0.0015548940295076821,0.001258857882609865,0.008076435987097449,0.02770476054865867
sigkerax,cpu,float64,4,10,3,3,16,0.00040776963032222724,0.0003280220619588766,0.0020426839992474925,0.030274736345745623
sigkerax,cpu,float64,4,10,3,4,16,0.00015277233868630363,0.00012275944860942612,0.0007376267929281051,0.03227043687365949
sigkerax,cpu,float64,4,10,3,5,16,7.290350882468294e-05,6.033633178996669e-05,0.0003631211696242595,0.03305745974648744
sigkerax,cpu,float64,4,10,3,6,16,4.343132904810476e-05,3.611963117254618e-05,0.00023578643261940334,0.04437342565506697
sigkerax,cpu,float64,4,10,3,7,16,3.101412826125166e-05,2.5646601448726348e-05,0.00018075597838197561,0.03588476777076721
sigkerax,cpu,float64,4,10,3,8,16,2.5725196608331058e-05,2.0909571934311674e-05,0.00014894019536915252,0.03858085919637233
sigkerax,cpu,float64,4,10,3,9,16,2.205038208825949e-05,1.7665213079924325e-05,0.00012653913912739917,0.039516659919172525
sigkerax,cpu,float64,4,10,3,10,16,1.9207577691082722e-05,1.5212672902750648e-05,0.00010921406571582876,0.04297254711855203
sigkerax,cpu,float64,4,10,3,11,16,1.683665679193258e-05,1.3258921457680406e-05,9.524285151846169e-05,0.04289434477686882
sigkerax,cpu,float64,4,10,3,12,16,1.4843042507255155e-05,1.165292399886475e-05,8.373655962376624e-05,0.0635509048588574
sigkerax,cpu,float64,4,10,3,13,16,1.3149040652742083e-05,1.0298110927293222e-05,7.41358700889799e-05,0.05082851357292384
sigkerax,cpu,float64,4,10,3,14,16,1.170861631725334e-05,9.152213403390072e-06,6.604667583252238e-05,0.05271927162539214
sigkerax,cpu,float64,4,10,3,15,16,1.0479611519155496e-05,8.178489563872079e-06,5.917486087496445e-05,0.053801107220351696
sigkerax,cpu,float64,4,10,3,16,16,9.42605385925721e-06,7.346465616057087e-06,5.329429543677982e-05,0.06486561230849475
sigkerax,cpu,float64,4,10,3,17,16,8.518152719155792e-06,6.631351683018077e-06,4.822808672303446e-05,0.06560048216488212
monomial_approx,cpu,float64,4,50,2,2,21,0.15432364132483492,0.156693460517346,0.7360064229909077,0.02655764017254114
monomial_approx,cpu,float64,4,50,2,3,21,0.00785646800330917,0.007883743423258998,0.042459921011626336,0.04685908404644579
monomial_approx,cpu,float64,4,50,2,4,21,0.00033142152928088836,0.0003415330037879981,0.0016117344235236377,0.05005867453292012
monomial_approx,cpu,float64,4,50,2,5,21,7.240893033479134e-06,7.5361606258416e-06,4.6046014365664e-05,0.06806317693553865
monomial_approx,cpu,float64,4,50,2,6,21,1.5683769130636627e-07,1.6410028970282033e-07,7.914602631573885e-07,0.09402328438591212
monomial_approx,cpu,float64,4,50,2,7,21,2.3045341399074992e-09,2.4611690881092615e-09,1.5419879097167182e-08,0.09562750835902989
monomial_approx,cpu,float64,4,50,2,8,21,2.7045761463728724e-11,2.9033806080576735e-11,1.4999634382568038e-10,0.10418652486987412
monomial_approx,cpu,float64,4,50,2,9,21,3.1165348080008926e-13,3.422865934833594e-13,2.1220764557022477e-12,0.11586194741539657
monomial_approx,cpu,float64,4,50,2,10,21,1.4141465776162931e-14,1.4717702026876914e-14,6.122817071201655e-14,0.12673781183548272
monomial_approx,cpu,float64,4,50,2,11,21,1.3641865415081611e-14,1.398575621736638e-14,6.599433122563354e-14,0.14407171704806387
monomial_approx,cpu,float64,4,50,2,12,21,1.3676559884601147e-14,1.4034650875200146e-14,6.611627464336931e-14,0.18698619911447167
monomial_approx,cpu,float64,4,50,2,13,21,1.3676559884601147e-14,1.4034650875200146e-14,6.611627464336931e-14,0.17933445586822927
monomial_approx,cpu,float64,4,50,2,14,21,1.3676559884601147e-14,1.4034650875200146e-14,6.611627464336931e-14,0.20886162901297212
monomial_approx,cpu,float64,4,50,2,15,21,1.3676559884601147e-14,1.4034650875200146e-14,6.611627464336931e-14,0.2303464316064492
monomial_approx,cpu,float64,4,50,2,16,21,1.3676559884601147e-14,1.4034650875200146e-14,6.611627464336931e-14,0.2662108417134732
monomial_approx,cpu,float64,4,50,2,17,21,1.3676559884601147e-14,1.4034650875200146e-14,6.611627464336931e-14,0.2744734223233536
monomial_interp,cpu,float64,4,50,2,2,21,0.00036558672752456944,0.00037967299207493127,0.0019197481859332128,0.12657410860992968
monomial_interp,cpu,float64,4,50,2,3,21,8.992506483285201e-06,9.637197006492396e-06,4.6287916385330614e-05,0.160809671622701
monomial_interp,cpu,float64,4,50,2,4,21,1.4680928896171341e-08,1.5855166219480536e-08,8.41790355410462e-08,0.4492878126911819
monomial_interp,cpu,float64,4,50,2,5,21,9.497085756704493e-11,1.0722063872459741e-10,5.840943562865087e-10,0.6372173100244254
monomial_interp,cpu,float64,4,50,2,6,21,1.316169395693123e-13,1.3704214469032873e-13,6.71129460249352e-13,0.6899336249334738
monomial_interp,cpu,float64,4,50,2,7,21,9.72485980632598e-14,9.546515068614672e-14,3.9310379207949374e-13,0.6284481264883652
monomial_interp,cpu,float64,4,50,2,8,21,7.52592432817778e-14,7.33669616275645e-14,3.058221318997043e-13,1.0438770970795304
monomial_interp,cpu,float64,4,50,2,9,21,7.845807337147903e-14,7.72656876118144e-14,3.178227639875562e-13,1.1463119358522817
monomial_interp,cpu,float64,4,50,2,10,21,4.8155923693116165e-14,4.702541913572578e-14,2.384578664673739e-13,1.5104583876673132
monomial_interp,cpu,float64,4,50,2,11,21,3.0656033267462135e-14,3.0095324371141356e-14,1.407042892440941e-13,1.2774440862704068
monomial_interp,cpu,float64,4,50,2,12,21,4.417993748617732e-14,4.448384596179035e-14,1.945459553629041e-13,2.137964781722985
monomial_interp,cpu,float64,4,50,2,13,21,5.264538804894414e-14,5.1388785421426346e-14,2.1899207556414472e-13,2.1624019355513155
monomial_interp,cpu,float64,4,50,2,14,21,6.045164369083977e-14,6.014506878470024e-14,2.487222212798203e-13,2.352245609392412
monomial_interp,cpu,float64,4,50,2,15,21,7.360084763874397e-14,7.312458759291024e-14,2.9861270183482516e-13,2.5556584022706375
monomial_interp,cpu,float64,4,50,2,16,21,7.757683384568281e-14,7.684470380334045e-14,3.1683131442963665e-13,2.642831950332038
monomial_interp,cpu,float64,4,50,2,17,21,8.27463098040937e-14,8.156847905154878e-14,3.3399979807981827e-13,3.0606128748040646
sigkerax,cpu,float64,4,50,2,1,21,0.19095618377459053,0.18982899702339343,0.8923896803716816,0.0299049747409299
sigkerax,cpu,float64,4,50,2,2,21,0.015796553155256347,0.016115932282137656,0.07730341207037558,0.040659831021912396
sigkerax,cpu,float64,4,50,2,3,21,0.004420008237452054,0.004512608028787087,0.021863312773771723,0.06421155284624547
sigkerax,cpu,float64,4,50,2,4,21,0.0018297521764981048,0.0018632429910529985,0.00899770313113776,0.06996235740371048
sigkerax,cpu,float64,4,50,2,5,21,0.0009240978135892225,0.0009386251859349295,0.0045191058034558945,0.12189269508235157
sigkerax,cpu,float64,4,50,2,6,21,0.0005288877993330429,0.0005357730205331745,0.0025729004198543157,0.14399581751786172
sigkerax,cpu,float64,4,50,2,7,21,0.00033136471392949257,0.00033449383585171407,0.0015975892011007608,0.20150667848065495
sigkerax,cpu,float64,4,50,2,8,21,0.00022093411948015396,0.00022223390620978428,0.0010574515225998153,0.2515512243844569
sigkerax,cpu,float64,4,50,2,9,21,0.0001544573666896129,0.00015481691559142207,0.0007352799972485322,0.26427208725363016
sigkerax,cpu,float64,4,50,2,10,21,0.0001120920205823911,0.00011195399934558411,0.0005317687742829993,0.31046558637171984
sigkerax,cpu,float64,4,50,2,11,21,8.384019428517991e-05,8.343770344628888e-05,0.0003971917679837363,0.36589363566599786
sigkerax,cpu,float64,4,50,2,12,21,6.429090836693185e-05,6.375182260965565e-05,0.00030480419569593156,0.4181091383798048
sigkerax,cpu,float64,4,50,2,13,21,5.042715527771302e-05,4.981896272925353e-05,0.00023936644505302023,0.5081649527419358
sigkerax,cpu,float64,4,50,2,14,21,4.028430455278731e-05,3.964918220778093e-05,0.00019177075175604152,0.6122033407445997
sigkerax,cpu,float64,4,50,2,15,21,3.267960502568307e-05,3.204302710567482e-05,0.000156351576083096,0.7148534663720056
sigkerax,cpu,float64,4,50,2,16,21,2.686734719505729e-05,2.624396065631607e-05,0.00012946229216388196,0.7616294365143403
sigkerax,cpu,float64,4,50,2,17,21,2.2349847306556148e-05,2.1747827039072924e-05,0.00010868565099849572,0.929838813492097
monomial_approx,cpu,float64,4,50,3,2,16,0.5538109092340928,0.9462475982789779,2.5478927783167573,0.02501521655358374
monomial_approx,cpu,float64,4,50,3,3,16,0.05827475872132676,0.15035342732109647,0.38015945563487036,0.04604296025354415
monomial_approx,cpu,float64,4,50,3,4,16,0.0022418278205219447,0.006086857181419062,0.010724458139436491,0.047806285438127816
monomial_approx,cpu,float64,4,50,3,5,16,8.350023835754054e-05,0.0002800756897243311,0.0005366600784825845,0.056995483580976725
monomial_approx,cpu,float64,4,50,3,6,16,2.1396135464193597e-06,7.288865052288849e-06,1.1412495515239297e-05,0.08852381934411824
monomial_approx,cpu,float64,4,50,3,7,16,2.480460471084023e-07,1.05692685836131e-06,1.9126628639151784e-06,0.10123572591692209
monomial_approx,cpu,float64,4,50,3,8,16,2.4501998541204273e-07,1.1552776102369122e-06,1.919398140431534e-06,0.11079910141415894
monomial_approx,cpu,float64,4,50,3,9,16,2.4459964138509593e-07,1.1535226766021148e-06,1.9168327592165155e-06,0.1197039847029373
monomial_approx,cpu,float64,4,50,3,10,16,2.4460277256877633e-07,1.153549574721683e-06,1.9168525938104577e-06,0.13156093761790544
monomial_approx,cpu,float64,4,50,3,11,16,2.4460269351222336e-07,1.1535492042254728e-06,1.9168521286823183e-06,0.14642813464161009
monomial_approx,cpu,float64,4,50,3,12,16,2.446026952434774e-07,1.1535492190585748e-06,1.916852131179279e-06,0.17794142721686512
monomial_approx,cpu,float64,4,50,3,13,16,2.446026952434774e-07,1.1535492190585748e-06,1.916852131179279e-06,0.16949433262925595
monomial_approx,cpu,float64,4,50,3,14,16,2.446026952434774e-07,1.1535492190585748e-06,1.916852131179279e-06,0.20892886933870614
monomial_approx,cpu,float64,4,50,3,15,16,2.446026952434774e-07,1.1535492190585748e-06,1.916852131179279e-06,0.23642085562460124
monomial_approx,cpu,float64,4,50,3,16,16,2.446026952434774e-07,1.1535492190585748e-06,1.916852131179279e-06,0.255720135406591
monomial_approx,cpu,float64,4,50,3,17,16,2.446026952434774e-07,1.1535492190585748e-06,1.916852131179279e-06,0.2716234690742567
monomial_interp,cpu,float64,4,50,3,2,16,0.0013390860761102845,0.003618338884193333,0.009462639693625772,0.12419144809246063
monomial_interp,cpu,float64,4,50,3,3,16,5.62511575768216e-05,0.00011673465344739729,0.0003245428717439768,0.16331873869057745
monomial_interp,cpu,float64,4,50,3,4,16,3.018845507237605e-07,1.2053940959980062e-06,2.1835154754455604e-06,0.4402419488178566
monomial_interp,cpu,float64,4,50,3,5,16,2.4473105541406026e-07,1.1532284352195418e-06,1.920796774917872e-06,0.6936879531713203
monomial_interp,cpu,float64,4,50,3,6,16,2.4460179686228156e-07,1.1535454157375098e-06,1.916852867142477e-06,0.7250740140443668
monomial_interp,cpu,float64,4,50,3,7,16,2.4460276424644045e-07,1.153549245035167e-06,1.916852301372622e-06,0.6685041969176382
monomial_interp,cpu,float64,4,50,3,8,16,2.4460272471903133e-07,1.1535492448090128e-06,1.9168521511912185e-06,1.1569676214130595
monomial_interp,cpu,float64,4,50,3,9,16,2.446027328219247e-07,1.153549235949776e-06,1.9168521685946006e-06,1.3014790306333452
monomial_interp,cpu,float64,4,50,3,10,16,2.446026159995743e-07,1.1535490971769638e-06,1.9168518214567255e-06,1.6555998721159995
monomial_interp,cpu,float64,4,50,3,11,16,2.446026989948169e-07,1.1535492110670426e-06,1.9168520818729673e-06,1.6322924077976495
monomial_interp,cpu,float64,4,50,3,12,16,2.446027037462245e-07,1.1535492126688272e-06,1.9168520968383154e-06,2.33298001694493
monomial_interp,cpu,float64,4,50,3,13,16,2.4460273461562876e-07,1.1535492542767064e-06,1.9168521819081577e-06,2.573366682860069
monomial_interp,cpu,float64,4,50,3,14,16,2.446027256193528e-07,1.1535492473999182e-06,1.916852182322037e-06,2.847251957282424
monomial_interp,cpu,float64,4,50,3,15,16,2.4460272764464247e-07,1.1535492451313569e-06,1.916852159900764e-06,2.690920024178922
monomial_interp,cpu,float64,4,50,3,16,16,2.446027360970826e-07,1.1535492903947984e-06,1.9168522281386514e-06,2.797353617846966
monomial_interp,cpu,float64,4,50,3,17,16,2.4460274773707713e-07,1.153549269951777e-06,1.9168522025513908e-06,3.0893833385780454
sigkerax,cpu,float64,4,50,3,1,16,0.3558039550994701,0.9367522057183384,1.9438303709403342,0.0344900821801275
sigkerax,cpu,float64,4,50,3,2,16,0.05439196093511998,0.10623572843806728,0.26583367502587685,0.043761465698480606
sigkerax,cpu,float64,4,50,3,3,16,0.016291691024156764,0.029995073839410472,0.07913281629783055,0.05646564043127
sigkerax,cpu,float64,4,50,3,4,16,0.006704337637884887,0.011977917492458471,0.032690361036089015,0.0873051022645086
sigkerax,cpu,float64,4,50,3,5,16,0.003323783790910778,0.005788081626409156,0.016360597034966083,0.11320174089632928
sigkerax,cpu,float64,4,50,3,6,16,0.0018574344949267513,0.00315210171881399,0.009282217186483708,0.1443717908114195
sigkerax,cpu,float64,4,50,3,7,16,0.001133908923964702,0.0019222700307007642,0.005756559953319231,0.193567052250728
sigkerax,cpu,float64,4,50,3,8,16,0.0007379159215431834,0.001268480306295939,0.0038177706838220925,0.2460987523663789
sigkerax,cpu,float64,4,50,3,9,16,0.0005170814167588375,0.0008821471673845938,0.0026693959421414397,0.2612437439383939
sigkerax,cpu,float64,4,50,3,10,16,0.00038337273365987665,0.00063948214195563,0.001948510680359226,0.31754955102223903
sigkerax,cpu,float64,4,50,3,11,16,0.0002936088478325211,0.0004782671418241802,0.001474212651695411,0.3778234648052603
sigkerax,cpu,float64,4,50,3,12,16,0.00023044196618680467,0.0003667264856941586,0.00114971896858525,0.4244190180907026
sigkerax,cpu,float64,4,50,3,13,16,0.00018461768434575605,0.00028714608423221105,0.00092020353461982,0.5333620940800756
sigkerax,cpu,float64,4,50,3,14,16,0.0001505094069522905,0.00022887562552135926,0.0007531092825401399,0.5785269913030788
sigkerax,cpu,float64,4,50,3,15,16,0.00012455762486503642,0.00018525070780486886,0.0006283241419818673,0.7124451539712027
sigkerax,cpu,float64,4,50,3,16,16,0.00010445445762454538,0.00015204944774108327,0.0005329992677279916,0.7875610045157373
sigkerax,cpu,float64,4,50,3,17,16,8.866683891278065e-05,0.00012655271553247912,0.0004586843075050052,0.9281620740657672
monomial_approx,cpu,float64,4,100,2,2,21,1.4217379010274402,3.70801989665307,7.296893724737173,0.04288161254953593
monomial_approx,cpu,float64,4,100,2,3,21,0.07867631051206497,0.1993467485460234,0.43748671640001735,0.11181370727717876
monomial_approx,cpu,float64,4,100,2,4,21,0.002249517549246417,0.005653892593287443,0.013981071151677469,0.1230381103232503
monomial_approx,cpu,float64,4,100,2,5,21,5.588879598761136e-05,8.132238523041124e-05,0.0003815033889646506,0.2024884201819077
monomial_approx,cpu,float64,4,100,2,6,21,1.1075200721192419e-06,2.1182078199544393e-06,8.949891154952776e-06,0.2559233291540295
monomial_approx,cpu,float64,4,100,2,7,21,1.8436788613157562e-08,2.585395660149528e-08,1.5381529199553365e-07,0.2829225123859942
monomial_approx,cpu,float64,4,100,2,8,21,2.83320355023986e-10,4.2543972051720644e-10,2.397780884106163e-09,0.3544830841710791
monomial_approx,cpu,float64,4,100,2,9,21,4.489265903462325e-11,4.956198280896896e-11,3.5416669503055366e-10,0.36641472682822496
monomial_approx,cpu,float64,4,100,2,10,21,4.35197416298605e-11,4.741883195960823e-11,3.487785605988543e-10,0.48421889229211956
monomial_approx,cpu,float64,4,100,2,11,21,4.3471601318678665e-11,4.689421323589054e-11,3.4883180688781367e-10,0.5617819243343547
monomial_approx,cpu,float64,4,100,2,12,21,4.3467198590496636e-11,4.6880923713437986e-11,3.488090656360368e-10,0.6857567399274558
monomial_approx,cpu,float64,4,100,2,13,21,4.347164295204209e-11,4.689424718886437e-11,3.4883195635013386e-10,0.6987225975608453
monomial_approx,cpu,float64,4,100,2,14,21,4.346376036856725e-11,4.6886201459285486e-11,3.48830975053597e-10,0.8175121888052672
monomial_approx,cpu,float64,4,100,2,15,21,4.347164295204209e-11,4.689424718886437e-11,3.4883195635013386e-10,0.949949040892534
monomial_approx,cpu,float64,4,100,2,16,21,4.348780363594429e-11,4.69068110740716e-11,3.4886419938422754e-10,1.1000154364155605
monomial_approx,cpu,float64,4,100,2,17,21,4.347147121441797e-11,4.68937300472423e-11,3.488318450670055e-10,1.0013881496852264
