analysis,model,device,dtype,batch_size,length,dim,param,time
dim,sigkerax,cpu,float32,8,32,1150,2,2.024702239471177
dim,sigkerax,cpu,float32,8,32,1150,3,2.315611515504618
dim,sigkerax,cpu,float32,8,32,1150,4,2.649930645401279
dim,monomial_approx,cpu,float32,8,32,1200,2,0.8750915393854181
dim,monomial_approx,cpu,float32,8,32,1200,3,0.9748367366070548
dim,monomial_approx,cpu,float32,8,32,1200,4,1.0252345396826663
dim,monomial_approx,cpu,float32,8,32,1200,5,1.0574476007993023
dim,sigkerax,cpu,float32,8,32,1200,1,1.7896027409782012
dim,sigkerax,cpu,float32,8,32,1200,2,2.026440739942094
dim,sigkerax,cpu,float32,8,32,1200,3,2.32221382856369
dim,sigkerax,cpu,float32,8,32,1200,4,2.6784152071923018
dim,monomial_approx,cpu,float32,8,32,1250,2,0.8722455610210696
dim,monomial_approx,cpu,float32,8,32,1250,3,0.9796777286877236
dim,monomial_approx,cpu,float32,8,32,1250,4,1.0280657072241108
dim,monomial_approx,cpu,float32,8,32,1250,5,1.054996654080848
dim,sigkerax,cpu,float32,8,32,1250,1,1.8091598954051733
dim,sigkerax,cpu,float32,8,32,1250,2,2.0412395196035504
dim,sigkerax,cpu,float32,8,32,1250,3,2.3665811189760766
dim,sigkerax,cpu,float32,8,32,1250,4,2.7167796324938536
dim,monomial_approx,cpu,float32,8,32,1300,2,0.8808617439741889
dim,monomial_approx,cpu,float32,8,32,1300,3,0.981355246466895
dim,monomial_approx,cpu,float32,8,32,1300,4,1.0376929215465982
dim,monomial_approx,cpu,float32,8,32,1300,5,1.0596316220859687
dim,sigkerax,cpu,float32,8,32,1300,1,1.8260199359307687
dim,sigkerax,cpu,float32,8,32,1300,2,2.0599837178985276
dim,sigkerax,cpu,float32,8,32,1300,3,2.363634408141176
dim,sigkerax,cpu,float32,8,32,1300,4,2.796768859028816
dim,monomial_approx,cpu,float32,8,32,1350,2,0.88048480078578
dim,monomial_approx,cpu,float32,8,32,1350,3,0.9799769933645924
dim,monomial_approx,cpu,float32,8,32,1350,4,1.0320282904431224
dim,monomial_approx,cpu,float32,8,32,1350,5,1.0531041650101542
dim,sigkerax,cpu,float32,8,32,1350,1,1.8221595380455256
dim,sigkerax,cpu,float32,8,32,1350,2,2.080726178983847
dim,sigkerax,cpu,float32,8,32,1350,3,2.35489440895617
dim,sigkerax,cpu,float32,8,32,1350,4,2.801753407344222
dim,monomial_approx,cpu,float32,8,32,1400,2,0.8772734592979153
dim,monomial_approx,cpu,float32,8,32,1400,3,0.9800723592440288
dim,monomial_approx,cpu,float32,8,32,1400,4,1.0317264208570125
dim,monomial_approx,cpu,float32,8,32,1400,5,1.069833123125136
dim,sigkerax,cpu,float32,8,32,1400,1,1.8094173440088828
dim,sigkerax,cpu,float32,8,32,1400,2,2.0571811332677803
dim,sigkerax,cpu,float32,8,32,1400,3,2.3528960052256784
dim,sigkerax,cpu,float32,8,32,1400,4,2.8790221186354756
dim,monomial_approx,cpu,float32,8,32,1450,2,0.887339862373968
dim,monomial_approx,cpu,float32,8,32,1450,3,0.9835398998111486
dim,monomial_approx,cpu,float32,8,32,1450,4,1.0383837142338357
dim,monomial_approx,cpu,float32,8,32,1450,5,1.0649646899352472
dim,sigkerax,cpu,float32,8,32,1450,1,1.8285906941940384
dim,sigkerax,cpu,float32,8,32,1450,2,2.10843830400457
dim,sigkerax,cpu,float32,8,32,1450,3,2.414159308808545
dim,sigkerax,cpu,float32,8,32,1450,4,3.044045285011331
dim,monomial_approx,cpu,float32,8,32,1500,2,0.8885662623991569
dim,monomial_approx,cpu,float32,8,32,1500,3,0.9908046023920178
dim,monomial_approx,cpu,float32,8,32,1500,4,1.0429274622971814
dim,monomial_approx,cpu,float32,8,32,1500,5,1.066011286651095
dim,sigkerax,cpu,float32,8,32,1500,1,1.826063039402167
dim,sigkerax,cpu,float32,8,32,1500,2,2.101206020762523
dim,sigkerax,cpu,float32,8,32,1500,3,2.428554351131121
dim,sigkerax,cpu,float32,8,32,1500,4,3.066902235150337
dim,monomial_approx,cpu,float32,8,32,1550,2,0.8933601193130016
dim,monomial_approx,cpu,float32,8,32,1550,3,0.9950247680147488
dim,monomial_approx,cpu,float32,8,32,1550,4,1.0456874479229252
dim,monomial_approx,cpu,float32,8,32,1550,5,1.071228436504801
dim,sigkerax,cpu,float32,8,32,1550,1,1.8376956675201657
dim,sigkerax,cpu,float32,8,32,1550,2,2.1229221538330116
dim,sigkerax,cpu,float32,8,32,1550,3,2.454768556791047
dim,sigkerax,cpu,float32,8,32,1550,4,3.0971916932612658
dim,monomial_approx,cpu,float32,8,32,1600,2,0.8892932484547297
dim,monomial_approx,cpu,float32,8,32,1600,3,0.9919981385270754
dim,monomial_approx,cpu,float32,8,32,1600,4,1.0445518599202237
dim,monomial_approx,cpu,float32,8,32,1600,5,1.0663129619012277
dim,sigkerax,cpu,float32,8,32,1600,1,1.77156940754503
dim,sigkerax,cpu,float32,8,32,1600,2,2.083318409820398
dim,sigkerax,cpu,float32,8,32,1600,3,2.3901946783686676
dim,sigkerax,cpu,float32,8,32,1600,4,3.156817410762111
dim,monomial_approx,cpu,float32,8,32,1650,2,0.8978431706006328
dim,monomial_approx,cpu,float32,8,32,1650,3,0.9986500240241488
dim,monomial_approx,cpu,float32,8,32,1650,4,1.0493158356597023
dim,monomial_approx,cpu,float32,8,32,1650,5,1.0733477007597685
dim,sigkerax,cpu,float32,8,32,1650,1,1.8394912503038845
dim,sigkerax,cpu,float32,8,32,1650,2,2.169205801561475
dim,sigkerax,cpu,float32,8,32,1650,3,2.5144053269177675
dim,sigkerax,cpu,float32,8,32,1650,4,3.2328425521651902
dim,monomial_approx,cpu,float32,8,32,1700,2,0.9003606274103125
dim,monomial_approx,cpu,float32,8,32,1700,3,0.9952130233868955
dim,monomial_approx,cpu,float32,8,32,1700,4,1.0556734294320147
dim,monomial_approx,cpu,float32,8,32,1700,5,1.0774259495859344
dim,sigkerax,cpu,float32,8,32,1700,1,1.8346467446535824
dim,sigkerax,cpu,float32,8,32,1700,2,2.154437312856317
dim,sigkerax,cpu,float32,8,32,1700,3,2.488520589967569
dim,sigkerax,cpu,float32,8,32,1700,4,3.1734059875210128
dim,monomial_approx,cpu,float32,8,32,1750,2,0.902276915498078
dim,monomial_approx,cpu,float32,8,32,1750,3,0.9887326626727978
dim,monomial_approx,cpu,float32,8,32,1750,4,1.0502085505674283
dim,monomial_approx,cpu,float32,8,32,1750,5,1.073201701976359
dim,sigkerax,cpu,float32,8,32,1750,1,1.8302682687838872
dim,sigkerax,cpu,float32,8,32,1750,2,2.168131050032874
dim,sigkerax,cpu,float32,8,32,1750,3,2.560323297356566
dim,sigkerax,cpu,float32,8,32,1750,4,3.188103429352244
dim,monomial_approx,cpu,float32,8,32,1800,2,0.8986293108512958
dim,monomial_approx,cpu,float32,8,32,1800,3,0.999662515707314
dim,monomial_approx,cpu,float32,8,32,1800,4,1.0522716008126736
dim,monomial_approx,cpu,float32,8,32,1800,5,1.0708720510204632
dim,sigkerax,cpu,float32,8,32,1800,1,1.8251330911492307
dim,sigkerax,cpu,float32,8,32,1800,2,2.178666756488383
dim,sigkerax,cpu,float32,8,32,1800,3,2.582906799080471
dim,sigkerax,cpu,float32,8,32,1800,4,3.4278222753976784
dim,monomial_approx,cpu,float32,8,32,1850,2,0.9090836836646
dim,monomial_approx,cpu,float32,8,32,1850,3,1.0107553551594417
dim,monomial_approx,cpu,float32,8,32,1850,4,1.0561045824239652
dim,monomial_approx,cpu,float32,8,32,1850,5,1.075795946021875
dim,sigkerax,cpu,float32,8,32,1850,1,1.838644040438036
dim,sigkerax,cpu,float32,8,32,1850,2,2.189512008180221
dim,sigkerax,cpu,float32,8,32,1850,3,2.5990677221367755
dim,sigkerax,cpu,float32,8,32,1850,4,3.4048623076329627
dim,monomial_approx,cpu,float32,8,32,1900,2,0.9120908565819263
dim,monomial_approx,cpu,float32,8,32,1900,3,1.0147077792013686
dim,monomial_approx,cpu,float32,8,32,1900,4,1.0620780773460865
dim,monomial_approx,cpu,float32,8,32,1900,5,1.084978231228888
dim,sigkerax,cpu,float32,8,32,1900,1,1.8468520486106472
dim,sigkerax,cpu,float32,8,32,1900,2,2.199200325024625
dim,sigkerax,cpu,float32,8,32,1900,3,2.7479997497672835
dim,sigkerax,cpu,float32,8,32,1900,4,3.4296685867011547
dim,monomial_approx,cpu,float32,8,32,1950,2,0.914978539571166
dim,monomial_approx,cpu,float32,8,32,1950,3,1.006541535568734
dim,monomial_approx,cpu,float32,8,32,1950,4,1.0695234931384523
dim,monomial_approx,cpu,float32,8,32,1950,5,1.0879639632379017
dim,sigkerax,cpu,float32,8,32,1950,1,1.853303269483149
dim,sigkerax,cpu,float32,8,32,1950,2,2.214122916571796
dim,sigkerax,cpu,float32,8,32,1950,3,2.7318243955572448
dim,sigkerax,cpu,float32,8,32,1950,4,3.487751674527923
dim,monomial_approx,cpu,float32,8,32,2000,2,0.9112355296189586
dim,monomial_approx,cpu,float32,8,32,2000,3,1.017430471566816
dim,monomial_approx,cpu,float32,8,32,2000,4,1.059786011154453
dim,monomial_approx,cpu,float32,8,32,2000,5,1.088786594569683
dim,sigkerax,cpu,float32,8,32,2000,1,1.8258267280956109
dim,sigkerax,cpu,float32,8,32,2000,2,2.210481882095337
dim,sigkerax,cpu,float32,8,32,2000,3,2.753687572665513
dim,sigkerax,cpu,float32,8,32,2000,4,3.4822514951229095
dim,monomial_approx,gpu,float32,8,32,50,2,0.4723750601600234
dim,monomial_approx,gpu,float32,8,32,50,3,0.4924004328204319
dim,monomial_approx,gpu,float32,8,32,50,4,0.51373264247862
dim,monomial_approx,gpu,float32,8,32,50,5,0.4983527450046192
dim,sigkerax,gpu,float32,8,32,50,1,0.6784632120203847
dim,sigkerax,gpu,float32,8,32,50,2,0.6578127010337388
dim,sigkerax,gpu,float32,8,32,50,3,0.6778763494997596
dim,sigkerax,gpu,float32,8,32,50,4,0.6893582121701911
dim,monomial_approx,gpu,float32,8,32,100,2,0.4805185650087272
dim,monomial_approx,gpu,float32,8,32,100,3,0.4911472625099122
dim,monomial_approx,gpu,float32,8,32,100,4,0.5128813971532509
dim,monomial_approx,gpu,float32,8,32,100,5,0.5130631483625621
dim,sigkerax,gpu,float32,8,32,100,1,0.6423697273324555
dim,sigkerax,gpu,float32,8,32,100,2,0.6937318203272298
dim,sigkerax,gpu,float32,8,32,100,3,0.7153711925105503
dim,sigkerax,gpu,float32,8,32,100,4,0.7288068798370659
dim,monomial_approx,gpu,float32,8,32,150,2,0.4776850542984903
dim,monomial_approx,gpu,float32,8,32,150,3,0.5339199006557465
dim,monomial_approx,gpu,float32,8,32,150,4,0.5150909150252119
dim,monomial_approx,gpu,float32,8,32,150,5,0.4961418566526845
dim,sigkerax,gpu,float32,8,32,150,1,0.7038850768391663
dim,sigkerax,gpu,float32,8,32,150,2,0.700080780001978
dim,sigkerax,gpu,float32,8,32,150,3,0.6961052793388566
dim,sigkerax,gpu,float32,8,32,150,4,0.7809398144794008
dim,monomial_approx,gpu,float32,8,32,200,2,0.4802285866656651
dim,monomial_approx,gpu,float32,8,32,200,3,0.4798820971821745
dim,monomial_approx,gpu,float32,8,32,200,4,0.509295383351855
dim,monomial_approx,gpu,float32,8,32,200,5,0.4768135558115318
dim,sigkerax,gpu,float32,8,32,200,1,0.6633802503347397
dim,sigkerax,gpu,float32,8,32,200,2,0.6893941671587527
dim,sigkerax,gpu,float32,8,32,200,3,0.7266818573698401
dim,sigkerax,gpu,float32,8,32,200,4,0.7382330048518876
dim,monomial_approx,gpu,float32,8,32,250,2,0.4698911611922085
dim,monomial_approx,gpu,float32,8,32,250,3,0.4785193564991156
dim,monomial_approx,gpu,float32,8,32,250,4,0.5049827351855735
dim,monomial_approx,gpu,float32,8,32,250,5,0.4833990470118199
dim,sigkerax,gpu,float32,8,32,250,1,0.6956095906595389
dim,sigkerax,gpu,float32,8,32,250,2,0.7637158716485525
dim,sigkerax,gpu,float32,8,32,250,3,0.7634040255021924
dim,sigkerax,gpu,float32,8,32,250,4,0.7973677668099602
dim,monomial_approx,gpu,float32,8,32,300,2,0.4939395214896649
dim,monomial_approx,gpu,float32,8,32,300,3,0.5084195364809906
dim,monomial_approx,gpu,float32,8,32,300,4,0.5074643378223603
dim,monomial_approx,gpu,float32,8,32,300,5,0.5389092474943027
dim,sigkerax,gpu,float32,8,32,300,1,0.6846705658438926
dim,sigkerax,gpu,float32,8,32,300,2,0.7173982063541189
dim,sigkerax,gpu,float32,8,32,300,3,0.7344455931646129
dim,sigkerax,gpu,float32,8,32,300,4,0.6904557596814508
dim,monomial_approx,gpu,float32,8,32,350,2,0.4728482288386051
dim,monomial_approx,gpu,float32,8,32,350,3,0.5003288936568424
dim,monomial_approx,gpu,float32,8,32,350,4,0.489216244352671
dim,monomial_approx,gpu,float32,8,32,350,5,0.5074917873134837
dim,sigkerax,gpu,float32,8,32,350,1,0.6461608805305635
dim,sigkerax,gpu,float32,8,32,350,2,0.7410318733503422
dim,sigkerax,gpu,float32,8,32,350,3,0.7392384479753673
dim,sigkerax,gpu,float32,8,32,350,4,0.700292163179256
dim,monomial_approx,gpu,float32,8,32,400,2,0.4646588369893531
dim,monomial_approx,gpu,float32,8,32,400,3,0.4911603256671999
dim,monomial_approx,gpu,float32,8,32,400,4,0.5068315079746147
dim,monomial_approx,gpu,float32,8,32,400,5,0.4971270111855119
dim,sigkerax,gpu,float32,8,32,400,1,0.6506955835114544
dim,sigkerax,gpu,float32,8,32,400,2,0.7153609455175077
dim,sigkerax,gpu,float32,8,32,400,3,0.722246587703315
dim,sigkerax,gpu,float32,8,32,400,4,0.7547069529925162
dim,monomial_approx,gpu,float32,8,32,450,2,0.4627623400107647
dim,monomial_approx,gpu,float32,8,32,450,3,0.4789573429928471
dim,monomial_approx,gpu,float32,8,32,450,4,0.506308194482699
dim,monomial_approx,gpu,float32,8,32,450,5,0.4921261188186084
dim,sigkerax,gpu,float32,8,32,450,1,0.6645210446634641
dim,sigkerax,gpu,float32,8,32,450,2,0.733916241171149
dim,sigkerax,gpu,float32,8,32,450,3,0.7098304766695946
dim,sigkerax,gpu,float32,8,32,450,4,0.7172160113307958
dim,monomial_approx,gpu,float32,8,32,500,2,0.4673810501893361
dim,monomial_approx,gpu,float32,8,32,500,3,0.4921990618652974
dim,monomial_approx,gpu,float32,8,32,500,4,0.5002004214717696
dim,monomial_approx,gpu,float32,8,32,500,5,0.4988160945164661
dim,sigkerax,gpu,float32,8,32,500,1,0.6981482436725249
dim,sigkerax,gpu,float32,8,32,500,2,0.7045863703048477
dim,sigkerax,gpu,float32,8,32,500,3,0.6855501956694449
dim,sigkerax,gpu,float32,8,32,500,4,0.6954263764976835
dim,monomial_approx,gpu,float32,8,32,550,2,0.4822140153264627
dim,monomial_approx,gpu,float32,8,32,550,3,0.5087123506624872
dim,monomial_approx,gpu,float32,8,32,550,4,0.5289954054945459
dim,monomial_approx,gpu,float32,8,32,550,5,0.5130697056495895
dim,sigkerax,gpu,float32,8,32,550,1,0.7276582681806758
dim,sigkerax,gpu,float32,8,32,550,2,0.7557877649863561
dim,sigkerax,gpu,float32,8,32,550,3,0.708059602494662
dim,sigkerax,gpu,float32,8,32,550,4,0.7100093406625092
dim,monomial_approx,gpu,float32,8,32,600,2,0.4931882581440732
dim,monomial_approx,gpu,float32,8,32,600,3,0.5153652678321426
dim,monomial_approx,gpu,float32,8,32,600,4,0.5051810274987171
dim,monomial_approx,gpu,float32,8,32,600,5,0.5172514486669874
dim,sigkerax,gpu,float32,8,32,600,1,0.6971787033447375
dim,sigkerax,gpu,float32,8,32,600,2,0.7165464633144438
dim,sigkerax,gpu,float32,8,32,600,3,0.6821859843330458
dim,sigkerax,gpu,float32,8,32,600,4,0.7089675193031629
dim,monomial_approx,gpu,float32,8,32,650,2,0.4850768843510498
dim,monomial_approx,gpu,float32,8,32,650,3,0.5119512211531401
dim,monomial_approx,gpu,float32,8,32,650,4,0.530534272470201
dim,monomial_approx,gpu,float32,8,32,650,5,0.5174619353298718
dim,sigkerax,gpu,float32,8,32,650,1,0.7184724103426561
dim,sigkerax,gpu,float32,8,32,650,2,0.74430554616265
dim,sigkerax,gpu,float32,8,32,650,3,0.7263894191710278
dim,sigkerax,gpu,float32,8,32,650,4,0.7172783479715387
dim,monomial_approx,gpu,float32,8,32,700,2,0.4729884026649718
dim,monomial_approx,gpu,float32,8,32,700,3,0.5030585776548833
dim,monomial_approx,gpu,float32,8,32,700,4,0.5172508756707733
dim,monomial_approx,gpu,float32,8,32,700,5,0.5296372056861097
dim,sigkerax,gpu,float32,8,32,700,1,0.6836825954960659
dim,sigkerax,gpu,float32,8,32,700,2,0.7296002104800815
dim,sigkerax,gpu,float32,8,32,700,3,0.6989381431679552
dim,sigkerax,gpu,float32,8,32,700,4,0.6951086959646394
dim,monomial_approx,gpu,float32,8,32,750,2,0.4866670590126887
dim,monomial_approx,gpu,float32,8,32,750,3,0.537027879152447
dim,monomial_approx,gpu,float32,8,32,750,4,0.5455894620002558
dim,monomial_approx,gpu,float32,8,32,750,5,0.5259778528319051
dim,sigkerax,gpu,float32,8,32,750,1,0.7407321776651467
dim,sigkerax,gpu,float32,8,32,750,2,0.7449377463587249
dim,sigkerax,gpu,float32,8,32,750,3,0.7433401413339501
dim,sigkerax,gpu,float32,8,32,750,4,0.7476599809791272
dim,monomial_approx,gpu,float32,8,32,800,2,0.4864412759973978
dim,monomial_approx,gpu,float32,8,32,800,3,0.5419837368341783
dim,monomial_approx,gpu,float32,8,32,800,4,0.5276637173568209
dim,monomial_approx,gpu,float32,8,32,800,5,0.5163592819978172
dim,sigkerax,gpu,float32,8,32,800,1,0.7362867471917222
dim,sigkerax,gpu,float32,8,32,800,2,0.7121423143350208
dim,sigkerax,gpu,float32,8,32,800,3,0.7099869401815037
dim,sigkerax,gpu,float32,8,32,800,4,0.7517589619771267
dim,monomial_approx,gpu,float32,8,32,850,2,0.5117501993663609
dim,monomial_approx,gpu,float32,8,32,850,3,0.533143372197325
dim,monomial_approx,gpu,float32,8,32,850,4,0.5399464960210025
dim,monomial_approx,gpu,float32,8,32,850,5,0.5226159953357031
dim,sigkerax,gpu,float32,8,32,850,1,0.7218315926535676
dim,sigkerax,gpu,float32,8,32,850,2,0.7163465196499601
dim,sigkerax,gpu,float32,8,32,850,3,0.7229313783269996
dim,sigkerax,gpu,float32,8,32,850,4,0.7521285876476517
dim,monomial_approx,gpu,float32,8,32,900,2,0.4902967381446312
dim,monomial_approx,gpu,float32,8,32,900,3,0.5197110309964046
dim,monomial_approx,gpu,float32,8,32,900,4,0.5315679553508138
dim,monomial_approx,gpu,float32,8,32,900,5,0.5250186815004175
dim,sigkerax,gpu,float32,8,32,900,1,0.7136746403217936
dim,sigkerax,gpu,float32,8,32,900,2,0.7238751376668612
dim,sigkerax,gpu,float32,8,32,900,3,0.7182098843234902
dim,sigkerax,gpu,float32,8,32,900,4,0.7396029529627413
dim,monomial_approx,gpu,float32,8,32,950,2,0.494509501188683
dim,monomial_approx,gpu,float32,8,32,950,3,0.5252233616774902
dim,monomial_approx,gpu,float32,8,32,950,4,0.5278014623715231
dim,monomial_approx,gpu,float32,8,32,950,5,0.5311613198136911
dim,sigkerax,gpu,float32,8,32,950,1,0.7298138496698812
dim,sigkerax,gpu,float32,8,32,950,2,0.7106670674790317
dim,sigkerax,gpu,float32,8,32,950,3,0.7228774481530612
dim,sigkerax,gpu,float32,8,32,950,4,0.7669129619995753
dim,monomial_approx,gpu,float32,8,32,1000,2,0.4915532006804521
dim,monomial_approx,gpu,float32,8,32,1000,3,0.517090757843107
dim,monomial_approx,gpu,float32,8,32,1000,4,0.5301278460149964
dim,monomial_approx,gpu,float32,8,32,1000,5,0.5133629550303643
dim,sigkerax,gpu,float32,8,32,1000,1,0.7209159501750643
dim,sigkerax,gpu,float32,8,32,1000,2,0.6995937383423249
dim,sigkerax,gpu,float32,8,32,1000,3,0.7557005411945283
dim,sigkerax,gpu,float32,8,32,1000,4,0.7514390051752949
dim,monomial_approx,gpu,float32,8,32,1050,2,0.4980884038377553
dim,monomial_approx,gpu,float32,8,32,1050,3,0.5233932719953979
dim,monomial_approx,gpu,float32,8,32,1050,4,0.5482625391644737
dim,monomial_approx,gpu,float32,8,32,1050,5,0.5454310856681938
dim,sigkerax,gpu,float32,8,32,1050,1,0.7551516214928901
dim,sigkerax,gpu,float32,8,32,1050,2,0.7267769536701962
dim,sigkerax,gpu,float32,8,32,1050,3,0.7424161821448555
dim,sigkerax,gpu,float32,8,32,1050,4,0.7691563596793761
dim,monomial_approx,gpu,float32,8,32,1100,2,0.4983406068058684
dim,monomial_approx,gpu,float32,8,32,1100,3,0.5269889908377081
dim,monomial_approx,gpu,float32,8,32,1100,4,0.5358205588224033
dim,monomial_approx,gpu,float32,8,32,1100,5,0.5310159973644962
dim,sigkerax,gpu,float32,8,32,1100,1,0.7335072041799625
dim,sigkerax,gpu,float32,8,32,1100,2,0.7280774302004526
dim,sigkerax,gpu,float32,8,32,1100,3,0.7440372238246103
dim,sigkerax,gpu,float32,8,32,1100,4,0.7516330518216515
dim,monomial_approx,gpu,float32,8,32,1150,2,0.4907285385221864
dim,monomial_approx,gpu,float32,8,32,1150,3,0.539231131823423
dim,monomial_approx,gpu,float32,8,32,1150,4,0.5458524555045491
dim,monomial_approx,gpu,float32,8,32,1150,5,0.534390416694805
dim,sigkerax,gpu,float32,8,32,1150,1,0.7502742351498455
dim,sigkerax,gpu,float32,8,32,1150,2,0.7333514414882908
dim,sigkerax,gpu,float32,8,32,1150,3,0.7694446726624543
dim,sigkerax,gpu,float32,8,32,1150,4,0.7319299161899835
dim,monomial_approx,gpu,float32,8,32,1200,2,0.4969299153114359
dim,monomial_approx,gpu,float32,8,32,1200,3,0.5202521496685222
dim,monomial_approx,gpu,float32,8,32,1200,4,0.5260221678375577
dim,monomial_approx,gpu,float32,8,32,1200,5,0.5173212223453447
dim,sigkerax,gpu,float32,8,32,1200,1,0.7315912366611883
dim,sigkerax,gpu,float32,8,32,1200,2,0.7222960106640434
dim,sigkerax,gpu,float32,8,32,1200,3,0.7418059008195996
dim,sigkerax,gpu,float32,8,32,1200,4,0.7530868613393977
dim,monomial_approx,gpu,float32,8,32,1250,2,0.5016192683251575
dim,monomial_approx,gpu,float32,8,32,1250,3,0.5440912765140334
dim,monomial_approx,gpu,float32,8,32,1250,4,0.5334098808622608
dim,monomial_approx,gpu,float32,8,32,1250,5,0.5372549316380173
dim,sigkerax,gpu,float32,8,32,1250,1,0.7613928238473212
dim,sigkerax,gpu,float32,8,32,1250,2,0.7446829726686701
dim,sigkerax,gpu,float32,8,32,1250,3,0.7816764756571501
dim,sigkerax,gpu,float32,8,32,1250,4,0.7797339553168664
dim,monomial_approx,gpu,float32,8,32,1300,2,0.4933789761659379
dim,monomial_approx,gpu,float32,8,32,1300,3,0.5312164568264658
dim,monomial_approx,gpu,float32,8,32,1300,4,0.5406668024758498
dim,monomial_approx,gpu,float32,8,32,1300,5,0.5303509222964445
dim,sigkerax,gpu,float32,8,32,1300,1,0.7271428761693338
dim,sigkerax,gpu,float32,8,32,1300,2,0.719042208006916
dim,sigkerax,gpu,float32,8,32,1300,3,0.7478428996400908
dim,sigkerax,gpu,float32,8,32,1300,4,0.760029617153729
dim,monomial_approx,gpu,float32,8,32,1350,2,0.494376647984609
dim,monomial_approx,gpu,float32,8,32,1350,3,0.542402325818936
dim,monomial_approx,gpu,float32,8,32,1350,4,0.5384376905082414
dim,monomial_approx,gpu,float32,8,32,1350,5,0.5479143936730301
dim,sigkerax,gpu,float32,8,32,1350,1,0.7415891035149494
dim,sigkerax,gpu,float32,8,32,1350,2,0.7163305639987811
dim,sigkerax,gpu,float32,8,32,1350,3,0.7737096019942934
dim,sigkerax,gpu,float32,8,32,1350,4,0.7827817078214139
dim,monomial_approx,gpu,float32,8,32,1400,2,0.4963421499899899
dim,monomial_approx,gpu,float32,8,32,1400,3,0.5336038883542642
dim,monomial_approx,gpu,float32,8,32,1400,4,0.542034318864656
dim,monomial_approx,gpu,float32,8,32,1400,5,0.5381254915070409
dim,sigkerax,gpu,float32,8,32,1400,1,0.7298337531974539
dim,sigkerax,gpu,float32,8,32,1400,2,0.6976310981748005
dim,sigkerax,gpu,float32,8,32,1400,3,0.738727786190187
dim,sigkerax,gpu,float32,8,32,1400,4,0.7366039018379524
dim,monomial_approx,gpu,float32,8,32,1450,2,0.533098038014335
dim,monomial_approx,gpu,float32,8,32,1450,3,0.5409923696424812
dim,monomial_approx,gpu,float32,8,32,1450,4,0.5429061589917789
dim,monomial_approx,gpu,float32,8,32,1450,5,0.550250080996193
dim,sigkerax,gpu,float32,8,32,1450,1,0.7341221516641477
dim,sigkerax,gpu,float32,8,32,1450,2,0.7619462613171587
dim,sigkerax,gpu,float32,8,32,1450,3,0.7925242950053265
dim,sigkerax,gpu,float32,8,32,1450,4,0.7810065074979017
dim,monomial_approx,gpu,float32,8,32,1500,2,0.5042610933305696
dim,monomial_approx,gpu,float32,8,32,1500,3,0.5395593044813722
dim,monomial_approx,gpu,float32,8,32,1500,4,0.5315581439839056
dim,monomial_approx,gpu,float32,8,32,1500,5,0.5491560666511456
dim,sigkerax,gpu,float32,8,32,1500,1,0.730115500317576
dim,sigkerax,gpu,float32,8,32,1500,2,0.7161026834898317
dim,sigkerax,gpu,float32,8,32,1500,3,0.7532628588378429
dim,sigkerax,gpu,float32,8,32,1500,4,0.7712794835291182
dim,monomial_approx,gpu,float32,8,32,1550,2,0.506793930195272
dim,monomial_approx,gpu,float32,8,32,1550,3,0.541535301017575
dim,monomial_approx,gpu,float32,8,32,1550,4,0.5482036268416172
dim,monomial_approx,gpu,float32,8,32,1550,5,0.5362592899861435
dim,sigkerax,gpu,float32,8,32,1550,1,0.7680840906687081
dim,sigkerax,gpu,float32,8,32,1550,2,0.786619751015678
dim,sigkerax,gpu,float32,8,32,1550,3,0.7719154300090546
dim,sigkerax,gpu,float32,8,32,1550,4,0.7888644393145418
dim,monomial_approx,gpu,float32,8,32,1600,2,0.5006151368143037
dim,monomial_approx,gpu,float32,8,32,1600,3,0.529727728649353
dim,monomial_approx,gpu,float32,8,32,1600,4,0.5410587253281847
dim,monomial_approx,gpu,float32,8,32,1600,5,0.5573353418149054
dim,sigkerax,gpu,float32,8,32,1600,1,0.7417676798067987
dim,sigkerax,gpu,float32,8,32,1600,2,0.7376660978188738
dim,sigkerax,gpu,float32,8,32,1600,3,0.7695509231804559
dim,sigkerax,gpu,float32,8,32,1600,4,0.7792602838405097
dim,monomial_approx,gpu,float32,8,32,1650,2,0.5106880440143868
dim,monomial_approx,gpu,float32,8,32,1650,3,0.5478594156835849
dim,monomial_approx,gpu,float32,8,32,1650,4,0.5690027541325738
dim,monomial_approx,gpu,float32,8,32,1650,5,0.5519137221466129
dim,sigkerax,gpu,float32,8,32,1650,1,0.7708514385158196
dim,sigkerax,gpu,float32,8,32,1650,2,0.7717606865335256
dim,sigkerax,gpu,float32,8,32,1650,3,0.7693806196718166
dim,sigkerax,gpu,float32,8,32,1650,4,0.798469094831186
dim,monomial_approx,gpu,float32,8,32,1700,2,0.50025640699702
dim,monomial_approx,gpu,float32,8,32,1700,3,0.5444253888369227
dim,monomial_approx,gpu,float32,8,32,1700,4,0.5397550835041329
dim,monomial_approx,gpu,float32,8,32,1700,5,0.5453195169878503
dim,sigkerax,gpu,float32,8,32,1700,1,0.7458210809854791
dim,sigkerax,gpu,float32,8,32,1700,2,0.753919796164458
dim,sigkerax,gpu,float32,8,32,1700,3,0.7588959446487328
dim,sigkerax,gpu,float32,8,32,1700,4,0.760958299661676
dim,monomial_approx,gpu,float32,8,32,1750,2,0.4972791328715781
